2020-09-06 20:10:06Z
Can view with text editor or Excel (tab-delimited text file). If you open in Excel, save immediately with a new name so you don't block this file being re-written by a new mission.
ID	Name	AttackingArmy	OwnerArmy	IsEnabled	MOObjectiveType	MOTriggerType	IsPrimaryTarget	PrimaryTargetWeight	Points	Destroyed	Pos.x	Pos.y	Sector	RadarEffectiveRadius	TriggerName	TriggerType	TriggerPercent	TriggerDestroyRadius	StaticPercentageRequired	StaticRemoveDelay_sec	StaticRemoveSpread_sec	Comment	HUDMessage	LOGMessage	StaticNames	StaticRemoveNames
Amseat No2 Airfield_spawn	Amseat No2 Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: True	Scouted: True	270447.5	130497.3	BA13.1.1	0			0	0	0	0	0	Auto-generated from in-game airports list				
Scegga No1 Airfield_spawn	Scegga No1 Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	255381.5	61628.29	AY6.2.5	0			0	0	0	0	0	Auto-generated from in-game airports list				
Scegga No2 Airfield_spawn	Scegga No2 Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	253008.4	61945.1	AY6.1.6	0			0	0	0	0	0	Auto-generated from in-game airports list				
Scegga No3 Airfield_spawn	Scegga No3 Airfield	2	1	True	Airfield	Airfield	True	200	30	Destroyed: True	Scouted: True	249843.9	62972.37	AX6.3.9	0			0	0	0	0	0	Auto-generated from in-game airports list				
Awdyat ash Ahiyah Airfield_spawn	Awdyat ash Ahiyah Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	236079.9	29919.88	AW2.8.9	0			0	0	0	0	0	Auto-generated from in-game airports list				
Tariq Al Ghubay Airfield_spawn	Tariq Al Ghubay Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	226303.8	44058.99	AV4.5.3	0			0	0	0	0	0	Auto-generated from in-game airports list				
Bir_el_Baheira_No1_LG140_spawn	Bir_el_Baheira_No1_LG140	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	243339.7	155339	AX15.5.4	0			0	0	0	0	0	Auto-generated from in-game airports list				
Bir_el_Gaer_LG141_spawn	Bir_el_Gaer_LG141	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	228703	162168.8	AV16.3.5	0			0	0	0	0	0	Auto-generated from in-game airports list				
Abiar_Zaid_spawn	Abiar_Zaid Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	206501.5	166658.3	AT16.5.3	0			0	0	0	0	0	Auto-generated from in-game airports list				
Gambut_No2_LG142_Bir_el_Hanascia_spawn	Gambut_No2_LG142_Bir_el_Hanascia	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	216072.2	158551	AU15.8.6	0			0	0	0	0	0	Auto-generated from in-game airports list				
Gasr_el_Arid_LG147_spawn	Gasr_el_Arid_LG147	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	212165.8	151720.3	AU15.1.5	0			0	0	0	0	0	Auto-generated from in-game airports list				
el Adem No.1 (LG144) Airfield_spawn	el Adem No.1 (LG144) Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	150499.7	161774	AO16.1.4	0			0	0	0	0	0	Auto-generated from in-game airports list				
Haqfat_Sha'ban_spawn	Haqfat_Sha'ban Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	142799.8	154899.8	AN15.4.6	0			0	0	0	0	0	Auto-generated from in-game airports list				
el_Adem_No2_LG157_spawn	el_Adem_No2_LG157	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	153668.6	158674.2	AO15.8.4	0			0	0	0	0	0	Auto-generated from in-game airports list				
Sidi Rezegh LG153 Airfield_spawn	Sidi Rezegh LG153 Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	185919.1	148855.9	AR14.8.6	0			0	0	0	0	0	Auto-generated from in-game airports list				
Menelao_Bay_spawn	Menelao_Bay Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	78191.21	224981.8	AG22.6.5	0			0	0	0	0	0	Auto-generated from in-game airports list				
Menalao_Bay_Seaplane_Base_spawn	Menalao_Bay_Seaplane_Base Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	76027.4	225106.8	AG22.5.6	0			0	0	0	0	0	Auto-generated from in-game airports list				
West_Port_Seaplane_Base_spawn	West_Port_Seaplane_Base Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	20089.45	269745.8	AB26.7.7	0			0	0	0	0	0	Auto-generated from in-game airports list				
Habata LG79 Airfield_spawn	Habata LG79 Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	311430.5	81169.44	BE8.1.5	0			0	0	0	0	0	Auto-generated from in-game airports list				
Sawani_el_qasn_spawn	Sawani_el_qasn Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	313720.8	107239.2	BE10.8.1	0			0	0	0	0	0	Auto-generated from in-game airports list				
Alihaeban (LG80) Airfield_spawn	Alihaeban (LG80) Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	294145.4	106945.2	BC10.8.1	0			0	0	0	0	0	Auto-generated from in-game airports list				
Buq Buq Central (LG81) Airfield_spawn	Buq Buq Central (LG81) Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	297281.3	109208.7	BC10.9.7	0			0	0	0	0	0	Auto-generated from in-game airports list				
Burj_Aleaqarab_spawn	Burj_Aleaqarab Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	365577.5	22282.48	BJ2.2.9	0			0	0	0	0	0	Auto-generated from in-game airports list				
Bir Basur LG69 Airfield_spawn	Bir Basur LG69 Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	356375.3	23231.94	BI2.2.9	0			0	0	0	0	0	Auto-generated from in-game airports list				
Siwi_Town_spawn	Siwi_Town Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	340345.8	19635.89	BH1.7.7	0			0	0	0	0	0	Auto-generated from in-game airports list				
Siwi_North_LG66_spawn	Siwi_North_LG66	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	330745.2	22767.72	BG2.1.7	0			0	0	0	0	0	Auto-generated from in-game airports list				
Buq Buq LG01 Airfield_spawn	Buq Buq LG01 Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	299295.4	118855.6	BC11.9.6	0			0	0	0	0	0	Auto-generated from in-game airports list				
Sidi_Barrani_LG02_spawn	Sidi_Barrani_LG02	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	349582.2	130474	BH13.3.3	0			0	0	0	0	0	Auto-generated from in-game airports list				
Sidi_Barrani_West_2_LG03_spawn	Sidi_Barrani_West_2_LG03	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	348001.8	128534.7	BH12.9.5	0			0	0	0	0	0	Auto-generated from in-game airports list				
Sidi_Barrani_spawn	Sidi_Barrani Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	342284.1	129252.7	BH12.7.9	0			0	0	0	0	0	Auto-generated from in-game airports list				
Osi (LG05) Airfield_spawn	Osi (LG05) Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	354118.2	128698.3	BI12.8.4	0			0	0	0	0	0	Auto-generated from in-game airports list				
Bir el Malla South LG76 Airfield_spawn	Bir el Malla South LG76 Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	360973.1	95607.54	BJ9.4.7	0			0	0	0	0	0	Auto-generated from in-game airports list				
Menastir_No1_spawn	Menastir_No1 Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	261694.3	147939.6	AZ14.7.5	0			0	0	0	0	0	Auto-generated from in-game airports list				
Menastir No2 Airfield_spawn	Menastir No2 Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	261420.1	152192.3	AZ15.1.5	0			0	0	0	0	0	Auto-generated from in-game airports list				
Bardia_spawn	Bardia Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	266391.2	146993.3	AZ14.8.3	0			0	0	0	0	0	Auto-generated from in-game airports list				
Alam_Baghut_spawn	Alam_Baghut Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	288864.4	119339	BB11.9.9	0			0	0	0	0	0	Auto-generated from in-game airports list				
Tobruk_No2_LG145_el_Gubbi_spawn	Tobruk_No2_LG145_el_Gubbi	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	159906.4	183070.2	AO18.3.9	0			0	0	0	0	0	Auto-generated from in-game airports list				
Martuba_No5_spawn	Martuba_No5 Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	28196.06	237307.9	AB23.9.2	0			0	0	0	0	0	Auto-generated from in-game airports list				
Derna_Siret_spawn	Derna_Siret Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	36024.08	251431.8	AC25.2.6	0			0	0	0	0	0	Auto-generated from in-game airports list				
Derna_Seaplane_Base_spawn	Derna_Seaplane_Base Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	32971.73	265142.1	AC26.4.6	0			0	0	0	0	0	Auto-generated from in-game airports list				
Bomba North Airfield_spawn	Bomba North Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	77348.8	229237.2	AG22.9.7	0			0	0	0	0	0	Auto-generated from in-game airports list				
Alsmar_Almfqud_spawn	Alsmar_Almfqud Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	57357.71	146518.3	AE14.6.7	0			0	0	0	0	0	Auto-generated from in-game airports list				
Bir'_al_Hakim_spawn	Bir'_al_Hakim Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	103715.4	144234.5	AJ14.5.1	0			0	0	0	0	0	Auto-generated from in-game airports list				
Almiah Alkhafia LG15 Airfield_spawn	Almiah Alkhafia LG15 Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	117841	68002	AK6.9.5	0			0	0	0	0	0	Auto-generated from in-game airports list				
Beltat_al_Qaz_ah_spawn	Beltat_al_Qaz_ah Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	70080.92	104598.9	AG10.4.4	0			0	0	0	0	0	Auto-generated from in-game airports list				
Akramah_spawn	Akramah Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	124062	162771.2	AL16.2.7	0			0	0	0	0	0	Auto-generated from in-game airports list				
Sidi_Barrani_Seaplane_Base_spawn	Sidi_Barrani_Seaplane_Base Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	348211.5	136117.5	BH13.6.8	0			0	0	0	0	0	Auto-generated from in-game airports list				
Sollum_Seaplane_Base_spawn	Sollum_Seaplane_Base Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	274720.6	127591.4	BA12.8.2	0			0	0	0	0	0	Auto-generated from in-game airports list				
Ain_el_Gazala_Seaplane_Base_spawn	Ain_el_Gazala_Seaplane_Base Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	95456.1	198787.2	AI19.8.5	0			0	0	0	0	0	Auto-generated from in-game airports list				
Gasr el Abid South Airfield_spawn	Gasr el Abid South Airfield	1	2	True	Airfield	Airfield	True	200	30	Destroyed: False	Scouted: False	245697	94164.67	AX9.5.3	0			0	0	0	0	0	Auto-generated from in-game airports list				
Amseat No1 Airfield_spawn	Amseat No1 Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	263411.2	131491	AZ13.2.4	0			0	0	0	0	0	Auto-generated from in-game airports list				
Sidi Azeiz Airfield_spawn	Sidi Azeiz Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	239911.4	137437.3	AW13.9.3	0			0	0	0	0	0	Auto-generated from in-game airports list				
Tobruk No.5 Airfield_spawn	Tobruk No.5 Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	150890.8	186155	AO18.4.7	0			0	0	0	0	0	Auto-generated from in-game airports list				
Tobruk_Seaplane_Base_spawn	Tobruk_Seaplane_Base Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	162327.7	185660.1	AP18.4.9	0			0	0	0	0	0	Auto-generated from in-game airports list				
Halfaya Airfield_spawn	Halfaya Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	277925.6	115668.5	BA11.6.8	0			0	0	0	0	0	Auto-generated from in-game airports list				
Gasr el Abid Airfield_spawn	Gasr el Abid Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: True	242762.2	99307.47	AX9.7.9	0			0	0	0	0	0	Auto-generated from in-game airports list				
al'ukhi alddayiea Airfield_spawn	al'ukhi alddayiea Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	95596.02	58502.06	AI5.8.6	0			0	0	0	0	0	Auto-generated from in-game airports list				
Derna_al'_Ftalah_spawn	Derna_al'_Ftalah Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	37611.14	256841.4	AC25.9.1	0			0	0	0	0	0	Auto-generated from in-game airports list				
Derna_spawn	Derna Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	34736.53	257672.9	AC25.8.2	0			0	0	0	0	0	Auto-generated from in-game airports list				
Gambut No.5 West Airfield_spawn	Gambut No.5 West Airfield	1	2	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	207254.4	163392	AT16.6.1	0			0	0	0	0	0	Auto-generated from in-game airports list				
Bir_el_Malla_North_spawn	Bir_el_Malla_North Airfield	2	1	True	Airfield	Airfield	False	0	1	Destroyed: False	Scouted: False	361226.2	118948.4	BJ11.7.8	0			0	0	0	0	0	Auto-generated from in-game airports list				
