 >>> BOTH ARMIES RADAR CONTACTS <<< 
p10d9467ce3f870ca0a78a9669706fa29
322959.345794839,87491.5315602496,49.8031675149604,2.39964210683146,2,F,38,254,20,BF8,2,Bf-109E-3,-858747550,
299011.740893248,115531.740507588,50.053579960557,2.06138062029422,2,F,70,254,20,BD11,2,Bf-109E-3,304051864,
295718.131932879,73745.5727085518,49.6800815468143,2.01482116316066,2,F,117,233,13,BC7,1,Bf-109E-3,304117400,
312343.948998543,93384.544826724,49.8558499860739,2.24977256337462,2,F,57,241,7,BE9,2,Bf-109E-3,707336391,
285280.488756605,206046.367327735,50.866579202305,1.86724732466748,2,F,59,196,2,BB20,2,Bf-109E-4,-1936343739,
282815.024394891,208198.819692931,50.8861820337338,1.83238704776628,2,F,63,197,2,BB20,4,Bf-109E-4,-2027964256,
273655.302149481,136628.356805743,50.2418861999816,1.70288219239706,2,F,276,208,7,BA13,1,Bf-109E-3,-1111661936,
266098.404891221,180633.578878938,50.6364329548467,1.59606462994521,2,F,310,156,7,AZ18,2,Bf-109E-4,-277741193,
263600.808119514,178549.210378844,50.6176491569283,1.56076906948375,2,F,270,186,15,AZ18,1,Bf-109E-4,-113086099,
286031.83993945,202483.078781691,50.8341685757224,1.87787100518387,2,F,19,137,2,BB20,1,Bf-109E-4,789644855,
283055.603380067,211578.460791703,50.917000042674,1.83578868915255,2,F,266,192,2,BB21,6,Bf-109E-4,-1533965065,
329473.510534268,122941.697610252,50.1197026118148,2.49152985205786,2,F,94,199,2,BG12,1,Bf-109E-3,823902305,
276509.520569949,170917.73926458,50.548976676737,1.74323414581806,2,F,305,136,4,BA17,1,Bf-109E-4,1171981879,
311477.220512176,130240.467209233,50.1848467859683,2.23752999734366,1,F,84,207,7,BE13,1,SpitfireMkIa,751459540,
287386.28333061,211232.436075992,50.9138425131519,1.89702198156118,2,F,99,198,2,BB21,2,Bf-109E-4,-670613410,
279340.842956333,211578.831485321,50.9170034255868,1.78326495839315,2,F,229,255,3,BB21,2,Bf-109E-4,-1155881349,
286129.701892176,109564.356131062,50.0003277346428,1.87925471596431,2,F,319,194,2,BB11,2,Bf-109E-1,257114764,
301425.750412349,93306.0956358385,49.8551489339597,2.09550203031164,1,F,98,230,4,BD9,1,HurricaneMkI_100oct,2078055134,
293132.770703621,192249.351155857,50.741352602197,1.97827037764657,2,F,360,0,1,BC19,1,Bf-109E-4,-764762512,
300082.07238647,48346.5952977624,49.4515751720081,2.07650991682825,2,F,97,198,2,BD4,1,Bf-109E-1,1823198705,
289695.726905351,210380.422640262,50.9060699393101,1.92967555984771,2,F,220,194,2,BC21,2,Bf-109E-4,-865164842,
277000.168708323,208248.101313516,50.8866310747976,1.75017104500451,2,F,187,195,2,BA20,2,Bf-109E-4,1976286533,
290794.795463554,206960.106289556,50.8748984969932,1.94521512284162,2,F,156,196,2,BC20,1,Bf-109E-4,-288276386,
280339.757192967,203140.789330104,50.8401471457525,1.79738860580707,2,F,179,195,2,BB20,2,Bf-109E-4,-1451075800,
271521.213342124,189589.451599363,50.7172889029583,1.6727134117039,2,F,189,317,16,BA19,1,Bf-109E-4,-1482507570,
271345.178764788,192132.08291077,50.740291191431,1.67022497833861,2,F,170,318,16,BA19,2,Bf-109E-4,-1285773250,
259422.937666934,174307.22070905,50.579458454106,1.50173992603074,2,F,184,318,16,AZ17,3,Bf-109E-4,1147981190,
274891.534245805,176646.717071329,50.6005149721161,1.72035923927813,2,F,190,318,16,BA17,1,Bf-109E-4,-1738645795,
285775.195335861,121431.926387267,50.106229648099,1.87424219826336,1,F,70,195,2,BB12,4,SpitfireMkIIa,1724999641,
265815.528832601,176486.800199516,50.599075183554,1.59206684211269,2,F,153,319,16,AZ17,2,Bf-109E-4,48678901,
266146.792499354,177017.033226218,50.6038493263078,1.59674848080008,2,F,141,317,16,AZ17,1,Bf-109E-4,-333658123,
265771.733081983,175746.273451841,50.5924088541168,1.5914478973951,2,F,172,317,16,AZ17,3,Bf-109E-4,-275531056,
279764.355439264,118407.860609832,50.0792444871418,1.78925297798239,1,B,70,178,17,BB11,5,WellingtonMkIc,938764599,
276275.368065357,115803.763757079,50.0560073214847,1.73992366907544,1,B,68,182,17,BA11,5,WellingtonMkIc,-1790053220,
281947.208475734,118317.071358043,50.078434345366,1.82011669396579,1,B,69,182,16,BB11,5,WellingtonMkIc,938830135,
